City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,west bay,19.3667,-81.4167,32.04,70,40,1.54,KY,1726414579
287,road town,18.4167,-64.6167,31.02,74,75,4.63,VG,1726414580
288,north ward,-19.2454,146.8075,21.95,78,100,5.66,AU,1726414581
289,porbandar,21.6422,69.6093,27.59,72,2,3.88,IN,1726414582
290,illizi,26.4833,8.4667,37.95,16,81,4.02,DZ,1726414583
291,westport,41.1415,-73.3579,22.94,64,20,5.14,US,1726414584
292,madinat ash shamal,26.1293,51.2009,33.25,58,0,3.03,QA,1726414586
293,lodja,-3.4833,23.4333,31.8,31,47,0.29,CD,1726414587
294,sillod,20.3,75.65,22.31,82,24,4.44,IN,1726414588
295,billdal,57.5667,11.9333,15.54,70,68,1.79,SE,1726414589
296,sumbawanga,-7.9667,31.6167,20.66,29,9,1.35,TZ,1726414590
297,howrah,22.5892,88.3103,27.0,89,100,5.14,IN,1726414592
298,akjoujt,19.6969,-14.4164,38.63,22,100,1.34,MR,1726414593
299,callao,-12.0667,-77.15,17.16,77,100,2.57,PE,1726414594
300,tongchuanshi,35.0806,109.0897,18.48,80,0,2.8,CN,1726414595
301,laukaa,58.7372,29.8453,19.66,56,37,1.69,RU,1726414596
302,labasa,-16.4167,179.3833,22.28,89,35,1.54,FJ,1726414599
303,tataouine,32.9297,10.4518,26.15,41,1,6.16,TN,1726414600
304,tarawa,1.419,172.984,26.05,94,75,1.03,KI,1726414601
305,dunedin,-45.8742,170.5036,3.78,99,100,0.89,NZ,1726414602
306,shakhtinsk,49.71,72.5872,12.42,62,83,3.52,KZ,1726414604
307,merouana,35.6311,5.9119,24.26,33,2,4.61,DZ,1726414605
308,warrnambool,-38.3833,142.4833,10.97,60,83,7.56,AU,1726414606
309,kuraymah,18.55,31.85,38.56,11,94,5.21,SD,1726414607
310,mstsislaw,54.0192,31.7257,20.39,32,6,4.13,BY,1726414608
311,bardai,11.65,7.2333,26.1,73,88,1.41,NG,1726414609
312,uray,60.1247,64.7758,9.79,55,5,2.89,RU,1726414611
313,el battan,36.8037,9.8442,23.92,39,36,8.29,TN,1726414612
314,suriapet,17.15,79.6167,25.43,76,100,2.87,IN,1726414613
315,bizerte,37.2744,9.8739,24.0,53,40,9.77,TN,1726414614
316,coronel suarez,-37.4547,-61.9334,18.09,35,52,5.7,AR,1726414615
317,haradok,55.4624,29.9816,20.64,43,54,3.64,BY,1726414617
318,belize city,17.4995,-88.1976,31.68,75,40,2.57,BZ,1726414618
319,queenstown,-31.8976,26.8753,16.82,59,6,7.54,ZA,1726414619
320,fada,7.25,4.0667,32.37,58,75,1.03,NG,1726414620
321,aljezur,37.3191,-8.8033,23.51,55,100,3.23,PT,1726414621
322,sidi yahia el gharb,34.3065,-6.3062,32.52,37,0,5.71,MA,1726414622
323,kuanda,56.3161,116.0806,8.48,84,100,1.31,RU,1726414624
324,chonchi,-42.6128,-73.8092,11.73,68,98,2.93,CL,1726414625
325,voi,-3.3945,38.563,24.66,51,15,7.42,KE,1726414626
326,mocoa,1.1493,-76.6466,31.73,39,7,1.66,CO,1726414582
327,bandarbeyla,9.4942,50.8122,24.8,82,25,14.8,SO,1726414628
328,jiangyou,31.7667,104.7167,23.39,87,100,2.55,CN,1726414630
329,natchitoches,31.7668,-93.1335,23.99,83,0,0.0,US,1726414631
330,fisterra,42.9049,-9.2629,21.97,58,10,5.88,ES,1726414632
331,oyama,36.3,139.8,26.05,90,100,3.29,JP,1726414633
332,dwarka,22.2394,68.9678,27.11,81,52,5.09,IN,1726414634
333,mzimba,-11.9,33.6,20.85,34,3,2.47,MW,1726414637
334,susuman,62.7833,148.1667,-0.19,91,100,2.05,RU,1726414638
335,dolores,-36.3132,-57.6792,16.74,40,50,5.41,AR,1726414639
336,hammerfest,70.6634,23.6821,15.25,41,0,1.54,NO,1726414139
337,nova vicosa,-17.8919,-39.3719,28.03,60,17,5.63,BR,1726414157
338,liman,48.9884,37.8023,24.76,24,0,6.64,UA,1726414643
339,trincomalee,8.5711,81.2335,28.63,73,30,7.6,LK,1726414644
340,cadale,2.7603,46.3222,25.4,80,40,7.83,SO,1726414645
341,charlottetown,46.2352,-63.1267,18.17,62,20,2.68,CA,1726414296
342,bubaque,11.2833,-15.8333,26.71,81,100,6.53,GW,1726414647
343,okhotsk,59.3833,143.3,7.68,73,78,3.11,RU,1726414649
344,chernyshevskiy,63.0128,112.4714,-2.12,83,35,3.33,RU,1726414650
345,dudinka,69.4058,86.1778,5.21,55,95,4.25,RU,1726414651
346,ekibastuz,51.6667,75.3667,12.28,63,99,4.93,KZ,1726414652
347,campbell river,50.0163,-125.2446,10.21,93,20,3.09,CA,1726414653
348,mata-utu,-13.2816,-176.1745,26.6,85,79,6.39,WF,1726414655
349,ad douiem,14.0012,32.3116,36.34,33,81,2.16,SD,1726414656
350,sisimiut,66.9395,-53.6735,3.88,79,100,3.74,GL,1726414657
351,dalhart,36.0595,-102.5133,25.01,50,0,7.2,US,1726414658
352,castillos,-34.1667,-53.8333,15.76,48,0,2.76,UY,1726414659
353,cherdyn',60.403,56.4787,15.32,84,10,0.96,RU,1726414660
354,dawson creek,55.7666,-120.2362,5.8,87,0,0.0,CA,1726414662
355,tabou,4.423,-7.3528,25.29,74,97,3.4,CI,1726414663
356,kerikeri,-35.2268,173.9474,7.73,92,100,1.23,NZ,1726414664
357,horta,38.5333,-28.6333,24.45,77,40,5.66,PT,1726414122
358,yoloten,37.2989,62.3597,22.69,16,96,3.46,TM,1726414666
359,sitka,57.0531,-135.33,12.94,82,100,7.72,US,1726414393
360,remire-montjoly,4.9167,-52.2667,33.02,58,20,3.6,GF,1726414669
361,ulsan,35.5372,129.3167,25.33,96,100,3.61,KR,1726414670
362,fedorovskiy,45.0972,40.9517,24.52,25,0,11.22,RU,1726414671
363,nguigmi,14.2495,13.1092,36.21,34,99,0.96,NE,1726414672
364,gamba,-2.65,10.0,25.65,78,98,3.62,GA,1726414673
